 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
  115.8024    4.0000    4.9996    4.9543    3.2050    1.7903    3.6694    1.0979  2.2503E-01     -0.0173  1.3248E+01
  115.9567    4.0000    4.9996    4.9536    3.2090    1.7930    3.6690    1.1012  2.2570E-01     -0.0173  1.3047E+01
  116.1110    4.0000    4.9996    4.9530    3.2130    1.7958    3.6686    1.1045  2.2814E-01     -0.0173  1.2807E+01
  116.2653    4.0000    4.9996    4.9524    3.2170    1.7987    3.6682    1.1077  2.3245E-01     -0.0173  1.2528E+01
  116.4197    4.0000    4.9996    4.9517    3.2211    1.8019    3.6676    1.1110  2.3875E-01     -0.0173  1.2213E+01
  116.5740    4.0000    4.9996    4.9511    3.2251    1.8051    3.6670    1.1142  2.4721E-01     -0.0173  1.1864E+01
  116.7283    4.0000    4.9996    4.9504    3.2291    1.8086    3.6663    1.1175  2.5807E-01     -0.0173  1.1482E+01
  116.8826    4.0000    4.9996    4.9497    3.2331    1.8074    3.6678    1.1207  2.1631E-01     -0.0173  1.2221E+01
  117.0370    4.0000    4.9996    4.9490    3.2371    1.8099    3.6676    1.1240  2.1613E-01     -0.0173  1.2056E+01
  117.1913    4.0000    4.9996    4.9483    3.2411    1.8130    3.6670    1.1272  2.2235E-01     -0.0173  1.1748E+01
  117.3456    4.0000    4.9996    4.9476    3.2451    1.8164    3.6663    1.1305  2.3319E-01     -0.0173  1.1353E+01
  117.4999    4.0000    4.9996    4.9469    3.2491    1.8202    3.6654    1.1338  2.4846E-01     -0.0173  1.0894E+01
  117.6543    4.0000    4.9996    4.9462    3.2531    1.8243    3.6644    1.1370  2.6849E-01     -0.0173  1.0383E+01
  117.8086    4.0000    4.9996    4.9454    3.2571    1.8287    3.6632    1.1403  2.9396E-01     -0.0173  9.8312E+00
  117.9629    4.0000    4.9996    4.9447    3.2612    1.8333    3.6619    1.1435  3.2584E-01     -0.0173  9.2479E+00
  118.1172    4.0000    4.9996    4.9439    3.2652    1.8383    3.6604    1.1468  3.6544E-01     -0.0173  8.6413E+00
  118.2716    4.0000    4.9996    4.9431    3.2692    1.8435    3.6588    1.1500  4.1447E-01     -0.0173  8.0196E+00
  118.4259    4.0000    4.9996    4.9423    3.2732    1.8490    3.6570    1.1533  4.7513E-01     -0.0173  7.3910E+00
  118.5802    4.0000    4.9996    4.9415    3.2772    1.8549    3.6551    1.1565  5.5022E-01     -0.0173  6.7635E+00
  118.7345    4.0000    4.9996    4.9406    3.2812    1.8610    3.6530    1.1598  6.4338E-01     -0.0173  6.1448E+00
  118.8889    4.0000    4.9996    4.9398    3.2852    1.8675    3.6508    1.1631  7.5923E-01     -0.0173  5.5420E+00
  119.0432    4.0000    4.9996    4.9389    3.2892    1.8743    3.6484    1.1663  9.0373E-01     -0.0173  4.9617E+00
  119.1975    4.0000    4.9996    4.9380    3.2932    1.8815    3.6458    1.1696  1.0845E+00     -0.0173  4.4094E+00
  119.3518    4.0000    4.9996    4.9370    3.2972    1.8890    3.6431    1.1728  1.3115E+00     -0.0173  3.8899E+00
  119.5062    4.0000    4.9996    4.9361    3.3012    1.8969    3.6401    1.1761  1.5974E+00     -0.0173  3.4066E+00
  119.6605    4.0000    4.9996    4.9351    3.3052    1.9051    3.6370    1.1793  1.9588E+00     -0.0173  2.9619E+00
  119.8148    4.0000    4.9996    4.9341    3.3092    1.9138    3.6337    1.1826  2.4169E+00     -0.0173  2.5572E+00
  119.9691    4.0000    4.9996    4.9330    3.3132    1.9228    3.6301    1.1858  2.9995E+00     -0.0173  2.1926E+00
  120.1235    5.0000    4.9996    4.9319    3.3171    1.9323    3.6264    1.1891  3.7428E+00     -0.0173  1.8674E+00
  120.1423    5.0000    4.9996    4.9318    3.3281    1.9398    3.6254    1.1891  3.7427E+00     -0.0173  1.8016E+00
  120.1608    5.0000    4.9996    4.9317    3.3391    1.9473    3.6244    1.1891  3.7426E+00     -0.0173  1.7383E+00
  120.1788    5.0000    4.9996    4.9315    3.3501    1.9549    3.6234    1.1891  3.7424E+00     -0.0173  1.6772E+00
  120.1966    5.0000    4.9996    4.9314    3.3610    1.9624    3.6223    1.1891  3.7423E+00     -0.0173  1.6184E+00
  120.2139    5.0000    4.9996    4.9312    3.3720    1.9699    3.6213    1.1891  3.7421E+00     -0.0173  1.5616E+00
  120.2310    5.0000    4.9996    4.9311    3.3830    1.9775    3.6203    1.1891  3.7420E+00     -0.0173  1.5070E+00
  120.2477    5.0000    4.9996    4.9309    3.3939    1.9850    3.6192    1.1891  3.7418E+00     -0.0173  1.4543E+00
  120.2640    5.0000    4.9996    4.9308    3.4049    1.9926    3.6182    1.1891  3.7417E+00     -0.0173  1.4035E+00
  120.2800    5.0000    4.9996    4.9306    3.4159    2.0001    3.6172    1.1891  3.7415E+00     -0.0173  1.3545E+00
  120.2957    5.0000    4.9996    4.9304    3.4268    2.0077    3.6161    1.1891  3.7413E+00     -0.0173  1.3073E+00
  120.3111    5.0000    4.9996    4.9303    3.4378    2.0152    3.6151    1.1891  3.7412E+00     -0.0173  1.2617E+00
  120.3262    5.0000    4.9996    4.9301    3.4488    2.0228    3.6141    1.1891  3.7410E+00     -0.0173  1.2178E+00
  120.3410    5.0000    4.9996    4.9299    3.4597    2.0304    3.6130    1.1891  3.7408E+00     -0.0173  1.1754E+00
  120.3555    5.0000    4.9996    4.9297    3.4707    2.0380    3.6120    1.1891  3.7406E+00     -0.0173  1.1346E+00
  120.3697    5.0000    4.9996    4.9296    3.4817    2.0455    3.6109    1.1891  3.7404E+00     -0.0173  1.0951E+00
  120.3836    5.0000    4.9996    4.9294    3.4926    2.0531    3.6099    1.1891  3.7403E+00     -0.0173  1.0571E+00
  120.3972    5.0000    4.9996    4.9292    3.5036    2.0607    3.6088    1.1891  3.7401E+00     -0.0173  1.0205E+00
  120.4106    5.0000    4.9996    4.9290    3.5146    2.0683    3.6078    1.1891  3.7399E+00     -0.0173  9.8507E-01
  120.4237    5.0000    4.9996    4.9288    3.5255    2.0759    3.6067    1.1891  3.7397E+00     -0.0173  9.5092E-01
  120.4365    5.0000    4.9996    4.9286    3.5365    2.0835    3.6056    1.1891  3.7395E+00     -0.0173  9.1798E-01
  120.4491    5.0000    4.9996    4.9283    3.5475    2.0911    3.6046    1.1891  3.7392E+00     -0.0173  8.8618E-01
  120.4614    5.0000    4.9996    4.9281    3.5584    2.0987    3.6035    1.1891  3.7390E+00     -0.0173  8.5550E-01
  120.4735    5.0000    4.9996    4.9279    3.5694    2.1063    3.6025    1.1891  3.7388E+00     -0.0173  8.2589E-01
  120.4853    5.0000    4.9996    4.9277    3.5804    2.1140    3.6014    1.1891  3.7386E+00     -0.0173  7.9731E-01
  120.4969    5.0000    4.9996    4.9274    3.5913    2.1216    3.6003    1.1891  3.7383E+00     -0.0173  7.6972E-01
  120.5083    5.0000    4.9996    4.9272    3.6023    2.1292    3.5992    1.1891  3.7381E+00     -0.0173  7.4309E-01
  120.5194    5.0000    4.9996    4.9270    3.6133    2.1368    3.5982    1.1891  3.7379E+00     -0.0173  7.1739E-01
  120.5303    5.0000    4.9996    4.9267    3.6242    2.1445    3.5971    1.1891  3.7376E+00     -0.0173  6.9257E-01
  120.5410    5.0000    4.9996    4.9265    3.6352    2.1521    3.5960    1.1891  3.7374E+00     -0.0173  6.6860E-01
  120.5515    5.0000    4.9996    4.9262    3.6462    2.1597    3.5949    1.1891  3.7371E+00     -0.0173  6.4546E-01
  120.5618    5.0000    4.9996    4.9259    3.6571    2.1674    3.5939    1.1891  3.7368E+00     -0.0173  6.2312E-01
  120.5719    5.0000    4.9996    4.9257    3.6681    2.1750    3.5928    1.1891  3.7366E+00     -0.0173  6.0155E-01
  120.5817    5.0000    4.9996    4.9254    3.6791    2.1827    3.5917    1.1891  3.7363E+00     -0.0173  5.8071E-01
  120.5914    5.0000    4.9996    4.9251    3.6900    2.1903    3.5906    1.1891  3.7360E+00     -0.0173  5.6059E-01
  120.6009    5.0000    4.9996    4.9248    3.7010    2.1980    3.5895    1.1891  3.7357E+00     -0.0173  5.4115E-01
  120.6102    5.0000    4.9996    4.9245    3.7120    2.2057    3.5884    1.1891  3.7354E+00     -0.0173  5.2238E-01
  120.6193    5.0000    4.9996    4.9242    3.7229    2.2133    3.5873    1.1891  3.7351E+00     -0.0173  5.0425E-01
  120.6282    5.0000    4.9996    4.9239    3.7339    2.2210    3.5862    1.1891  3.7348E+00     -0.0173  4.8673E-01
  120.6369    5.0000    4.9996    4.9236    3.7449    2.2287    3.5852    1.1891  3.7345E+00     -0.0173  4.6981E-01
  120.6455    5.0000    4.9996    4.9232    3.7558    2.2363    3.5841    1.1891  3.7341E+00     -0.0173  4.5346E-01
  120.6539    5.0000    4.9996    4.9229    3.7668    2.2440    3.5830    1.1891  3.7338E+00     -0.0173  4.3766E-01
  120.6621    5.0000    4.9996    4.9226    3.7778    2.2517    3.5819    1.1891  3.7335E+00     -0.0173  4.2240E-01
  120.6702    5.0000    4.9996    4.9222    3.7887    2.2594    3.5808    1.1891  3.7331E+00     -0.0173  4.0765E-01
  120.6781    5.0000    4.9996    4.9218    3.7997    2.2671    3.5796    1.1891  3.7327E+00     -0.0173  3.9340E-01
  120.6858    5.0000    4.9996    4.9215    3.8107    2.2748    3.5785    1.1891  3.7324E+00     -0.0173  3.7962E-01
  120.6934    5.0000    4.9996    4.9211    3.8216    2.2825    3.5774    1.1891  3.7320E+00     -0.0173  3.6631E-01
  120.7009    5.0000    4.9996    4.9207    3.8326    2.2902    3.5763    1.1891  3.7316E+00     -0.0173  3.5344E-01
  120.7082    5.0000    4.9996    4.9203    3.8436    2.2979    3.5752    1.1891  3.7312E+00     -0.0173  3.4101E-01
  120.7153    5.0000    4.9996    4.9199    3.8546    2.3056    3.5741    1.1891  3.7308E+00     -0.0173  3.2899E-01
  120.7223    5.0000    4.9996    4.9195    3.8655    2.3133    3.5730    1.1891  3.7304E+00     -0.0173  3.1737E-01
  120.7292    5.0000    4.9996    4.9191    3.8765    2.3210    3.5719    1.1891  3.7300E+00     -0.0173  3.0614E-01
  120.7359    5.0000    4.9996    4.9187    3.8875    2.3288    3.5708    1.1891  3.7296E+00     -0.0173  2.9528E-01
  120.7425    5.0000    4.9996    4.9182    3.8984    2.3365    3.5696    1.1891  3.7291E+00     -0.0173  2.8478E-01
  120.7489    5.0000    4.9996    4.9178    3.9094    2.3442    3.5685    1.1891  3.7287E+00     -0.0173  2.7462E-01
  120.7552    5.0000    4.9996    4.9173    3.9204    2.3519    3.5674    1.1891  3.7282E+00     -0.0173  2.6481E-01
  120.7615    5.0000    4.9996    4.9168    3.9313    2.3597    3.5663    1.1891  3.7277E+00     -0.0173  2.5531E-01
  120.7675    5.0000    4.9996    4.9164    3.9423    2.3674    3.5651    1.1891  3.7272E+00     -0.0173  2.4613E-01
  120.7735    5.0000    4.9996    4.9159    3.9533    2.3752    3.5640    1.1891  3.7268E+00     -0.0173  2.3724E-01
  120.7793    5.0000    4.9996    4.9154    3.9642    2.3829    3.5629    1.1891  3.7262E+00     -0.0173  2.2865E-01
  120.7850    5.0000    4.9996    4.9148    3.9752    2.3906    3.5617    1.1891  3.7257E+00     -0.0173  2.2033E-01
  120.7906    5.0000    4.9996    4.9143    3.9862    2.3984    3.5606    1.1891  3.7252E+00     -0.0173  2.1227E-01
  120.7961    5.0000    4.9996    4.9138    3.9971    2.4061    3.5595    1.1891  3.7247E+00     -0.0173  2.0446E-01
  120.8015    5.0000    4.9996    4.9132    4.0081    2.4139    3.5583    1.1891  3.7241E+00     -0.0173  1.9687E-01
  120.8068    5.0000    4.9996    4.9126    4.0191    2.4217    3.5572    1.1891  3.7235E+00     -0.0173  1.8949E-01
  120.8120    5.0000    4.9996    4.9121    4.0300    2.4294    3.5561    1.1891  3.7230E+00     -0.0173  1.8227E-01
  120.8170    5.0000    4.9996    4.9115    4.0410    2.4372    3.5549    1.1891  3.7224E+00     -0.0173  1.7515E-01
  120.8220    5.0000    4.9996    4.9109    4.0520    2.4450    3.5538    1.1891  3.7218E+00     -0.0173  1.6802E-01
  120.8269    5.0000    4.9996    4.9102    4.0629    2.4527    3.5526    1.1891  3.7211E+00     -0.0173  1.6072E-01
  120.8316    5.0000    4.9996    4.9096    4.0739    2.4605    3.5515    1.1891  3.7205E+00     -0.0173  1.5293E-01
  120.8363    5.0000    4.9996    4.9089    4.0849    2.4683    3.5503    1.1891  3.7198E+00     -0.0173  1.4472E-01
  120.8409    5.0000    4.9996    4.9083    4.0958    2.4761    3.5492    1.1891  3.7192E+00     -0.0173  1.3910E-01
  120.8454    5.0000    4.9996    4.9076    4.1068    2.4839    3.5480    1.1891  3.7185E+00     -0.0173  1.3367E-01
  120.8498    5.0000    4.9996    4.9069    4.1178    2.4917    3.5469    1.1891  3.7178E+00     -0.0173  1.2842E-01
  120.8541    5.0000    4.9996    4.9062    4.1287    2.4995    3.5457    1.1891  3.7171E+00     -0.0173  1.2335E-01
  120.8583    5.0000    4.9996    4.9055    4.1397    2.5072    3.5446    1.1891  3.7164E+00     -0.0173  1.1845E-01
  120.8624    5.0000    4.9996    4.9047    4.1507    2.5150    3.5434    1.1891  3.7156E+00     -0.0173  1.1372E-01
  120.8665    5.0000    4.9996    4.9039    4.1616    2.5229    3.5423    1.1891  3.7148E+00     -0.0173  1.0915E-01
  120.8705    5.0000    4.9996    4.9032    4.1726    2.5307    3.5411    1.1891  3.7140E+00     -0.0173  1.0474E-01
  120.8744    5.0000    4.9996    4.9023    4.1836    2.5385    3.5399    1.1891  3.7132E+00     -0.0173  1.0047E-01
  120.8782    5.0000    4.9996    4.9015    4.1945    2.5463    3.5388    1.1891  3.7124E+00     -0.0173  9.6355E-02
  120.8819    5.0000    4.9996    4.9007    4.2055    2.5541    3.5376    1.1891  3.7116E+00     -0.0173  9.2381E-02
  120.8856    5.0000    4.9996    4.8998    4.2165    2.5619    3.5364    1.1891  3.7107E+00     -0.0173  8.8545E-02
  120.8892    5.0000    4.9996    4.8989    4.2274    2.5697    3.5353    1.1891  3.7098E+00     -0.0173  8.4843E-02
  120.8927    5.0000    4.9996    4.8980    4.2384    2.5776    3.5341    1.1891  3.7089E+00     -0.0173  8.1271E-02
  120.8962    5.0000    4.9996    4.8970    4.2494    2.5854    3.5329    1.1891  3.7079E+00     -0.0173  7.7826E-02
  120.8995    5.0000    4.9996    4.8961    4.2603    2.5932    3.5317    1.1891  3.7070E+00     -0.0173  7.4504E-02
  120.9029    5.0000    4.9996    4.8951    4.2713    2.6011    3.5306    1.1891  3.7060E+00     -0.0173  7.1301E-02
  120.9032    6.0000    4.9996    4.8950    4.2724    2.6018    3.5305    0.9712  3.9238E+00     -0.0173  7.0961E-02
  120.9082    6.0000    4.9996    4.8934    4.2750    2.6038    3.5302    0.9713  3.9221E+00     -0.0173  7.0131E-02
  120.9132    6.0000    4.9996    4.8918    4.2777    2.6057    3.5298    0.9714  3.9204E+00     -0.0173  6.9304E-02
  120.9182    6.0000    4.9996    4.8902    4.2804    2.6077    3.5295    0.9716  3.9186E+00     -0.0173  6.8482E-02
  120.9232    6.0000    4.9996    4.8886    4.2831    2.6096    3.5292    0.9717  3.9169E+00     -0.0173  6.7663E-02
  120.9282    6.0000    4.9996    4.8869    4.2858    2.6116    3.5289    0.9718  3.9151E+00     -0.0173  6.6848E-02
  120.9332    6.0000    4.9996    4.8853    4.2886    2.6136    3.5286    0.9719  3.9133E+00     -0.0173  6.6037E-02
  120.9382    6.0000    4.9996    4.8836    4.2913    2.6156    3.5283    0.9721  3.9115E+00     -0.0173  6.5229E-02
  120.9432    6.0000    4.9996    4.8819    4.2941    2.6176    3.5280    0.9722  3.9097E+00     -0.0173  6.4426E-02
  120.9482    6.0000    4.9996    4.8802    4.2968    2.6197    3.5276    0.9723  3.9079E+00     -0.0173  6.3627E-02
  120.9532    6.0000    4.9996    4.8784    4.2996    2.6217    3.5273    0.9724  3.9060E+00     -0.0173  6.2831E-02
  120.9582    6.0000    4.9996    4.8767    4.3024    2.6238    3.5270    0.9726  3.9041E+00     -0.0173  6.2040E-02
  120.9632    6.0000    4.9996    4.8749    4.3052    2.6258    3.5267    0.9727  3.9022E+00     -0.0173  6.1253E-02
  120.9682    6.0000    4.9996    4.8731    4.3081    2.6279    3.5263    0.9728  3.9002E+00     -0.0173  6.0469E-02
  120.9732    6.0000    4.9996    4.8712    4.3109    2.6300    3.5260    0.9729  3.8983E+00     -0.0173  5.9690E-02
  120.9782    6.0000    4.9996    4.8694    4.3138    2.6321    3.5257    0.9731  3.8963E+00     -0.0173  5.8915E-02
  120.9832    6.0000    4.9996    4.8675    4.3167    2.6342    3.5253    0.9732  3.8943E+00     -0.0173  5.8144E-02
  120.9882    6.0000    4.9996    4.8656    4.3196    2.6363    3.5250    0.9733  3.8923E+00     -0.0173  5.7377E-02
  120.9932    6.0000    4.9996    4.8637    4.3225    2.6384    3.5247    0.9735  3.8902E+00     -0.0173  5.6614E-02
  120.9982    6.0000    4.9996    4.8618    4.3254    2.6406    3.5243    0.9736  3.8882E+00     -0.0173  5.5856E-02
  121.0032    6.0000    4.9996    4.8598    4.3283    2.6427    3.5240    0.9737  3.8861E+00     -0.0173  5.5101E-02
  121.0082    6.0000    4.9996    4.8578    4.3313    2.6449    3.5236    0.9739  3.8839E+00     -0.0173  5.4351E-02
  121.0132    6.0000    4.9996    4.8558    4.3342    2.6471    3.5233    0.9740  3.8818E+00     -0.0173  5.3606E-02
  121.0182    6.0000    4.9996    4.8537    4.3372    2.6493    3.5230    0.9742  3.8796E+00     -0.0173  5.2864E-02
  121.0232    6.0000    4.9996    4.8517    4.3402    2.6515    3.5226    0.9743  3.8774E+00     -0.0173  5.2127E-02
  121.0282    6.0000    4.9996    4.8496    4.3433    2.6537    3.5222    0.9744  3.8752E+00     -0.0173  5.1394E-02
  121.0332    6.0000    4.9996    4.8475    4.3463    2.6559    3.5219    0.9746  3.8729E+00     -0.0173  5.0666E-02
  121.0382    6.0000    4.9996    4.8453    4.3493    2.6581    3.5215    0.9747  3.8706E+00     -0.0173  4.9942E-02
  121.0432    6.0000    4.9996    4.8432    4.3524    2.6604    3.5212    0.9749  3.8683E+00     -0.0173  4.9222E-02
  121.0482    6.0000    4.9996    4.8409    4.3555    2.6627    3.5208    0.9750  3.8660E+00     -0.0173  4.8507E-02
  121.0532    6.0000    4.9996    4.8387    4.3586    2.6650    3.5204    0.9751  3.8636E+00     -0.0173  4.7797E-02
  121.0582    6.0000    4.9996    4.8365    4.3617    2.6673    3.5201    0.9753  3.8612E+00     -0.0173  4.7091E-02
  121.0632    6.0000    4.9996    4.8342    4.3649    2.6696    3.5197    0.9754  3.8587E+00     -0.0173  4.6390E-02
  121.0682    6.0000    4.9996    4.8318    4.3680    2.6719    3.5193    0.9756  3.8563E+00     -0.0173  4.5693E-02
  121.0732    6.0000    4.9996    4.8295    4.3712    2.6742    3.5190    0.9757  3.8538E+00     -0.0173  4.5001E-02
  121.0782    6.0000    4.9996    4.8271    4.3744    2.6766    3.5186    0.9759  3.8512E+00     -0.0173  4.4313E-02
  121.0832    6.0000    4.9996    4.8247    4.3776    2.6790    3.5182    0.9760  3.8487E+00     -0.0173  4.3631E-02
  121.0882    6.0000    4.9996    4.8223    4.3809    2.6813    3.5178    0.9762  3.8461E+00     -0.0173  4.2953E-02
  121.0932    6.0000    4.9996    4.8198    4.3841    2.6837    3.5174    0.9763  3.8434E+00     -0.0173  4.2279E-02
  121.0982    6.0000    4.9996    4.8173    4.3874    2.6862    3.5170    0.9765  3.8408E+00     -0.0173  4.1611E-02
  121.1032    6.0000    4.9996    4.8147    4.3907    2.6886    3.5167    0.9766  3.8381E+00     -0.0173  4.0947E-02
  121.1082    6.0000    4.9996    4.8121    4.3940    2.6910    3.5163    0.9768  3.8353E+00     -0.0173  4.0289E-02
  121.1132    6.0000    4.9996    4.8095    4.3974    2.6935    3.5159    0.9770  3.8325E+00     -0.0173  3.9635E-02
  121.1182    6.0000    4.9996    4.8068    4.4007    2.6960    3.5155    0.9771  3.8297E+00     -0.0173  3.8986E-02
  121.1232    6.0000    4.9996    4.8041    4.4041    2.6985    3.5151    0.9773  3.8269E+00     -0.0173  3.8342E-02
  121.1282    6.0000    4.9996    4.8014    4.4075    2.7010    3.5147    0.9774  3.8240E+00     -0.0173  3.7703E-02
  121.1332    6.0000    4.9996    4.7986    4.4109    2.7035    3.5142    0.9776  3.8210E+00     -0.0173  3.7069E-02
  121.1382    6.0000    4.9996    4.7958    4.4144    2.7061    3.5138    0.9778  3.8180E+00     -0.0173  3.6440E-02
  121.1432    6.0000    4.9996    4.7930    4.4178    2.7086    3.5134    0.9779  3.8150E+00     -0.0173  3.5816E-02
  121.1482    6.0000    4.9996    4.7901    4.4213    2.7112    3.5130    0.9781  3.8120E+00     -0.0173  3.5197E-02
  121.1532    6.0000    4.9996    4.7871    4.4248    2.7138    3.5126    0.9783  3.8088E+00     -0.0173  3.4584E-02
  121.1582    6.0000    4.9996    4.7841    4.4283    2.7164    3.5122    0.9784  3.8057E+00     -0.0173  3.3975E-02
  121.1632    6.0000    4.9996    4.7811    4.4319    2.7190    3.5117    0.9786  3.8025E+00     -0.0173  3.3372E-02
  121.1682    6.0000    4.9996    4.7780    4.4355    2.7217    3.5113    0.9788  3.7992E+00     -0.0173  3.2774E-02
  121.1732    6.0000    4.9996    4.7749    4.4391    2.7244    3.5109    0.9790  3.7959E+00     -0.0173  3.2182E-02
  121.1782    6.0000    4.9996    4.7717    4.4427    2.7271    3.5104    0.9791  3.7926E+00     -0.0173  3.1594E-02
  121.1832    6.0000    4.9996    4.7685    4.4464    2.7298    3.5100    0.9793  3.7892E+00     -0.0173  3.1012E-02
  121.1882    6.0000    4.9996    4.7652    4.4500    2.7325    3.5095    0.9795  3.7858E+00     -0.0173  3.0436E-02
  121.1932    6.0000    4.9996    4.7619    4.4537    2.7352    3.5091    0.9797  3.7823E+00     -0.0173  2.9865E-02
  121.1982    6.0000    4.9996    4.7585    4.4575    2.7380    3.5086    0.9798  3.7787E+00     -0.0173  2.9299E-02
  121.2032    6.0000    4.9996    4.7551    4.4612    2.7408    3.5082    0.9800  3.7751E+00     -0.0173  2.8739E-02
  121.2082    6.0000    4.9996    4.7516    4.4650    2.7436    3.5077    0.9802  3.7714E+00     -0.0173  2.8184E-02
  121.2132    6.0000    4.9996    4.7481    4.4688    2.7464    3.5073    0.9804  3.7677E+00     -0.0173  2.7635E-02
  121.2182    6.0000    4.9996    4.7445    4.4726    2.7493    3.5068    0.9806  3.7639E+00     -0.0173  2.7091E-02
  121.2232    6.0000    4.9996    4.7409    4.4765    2.7522    3.5063    0.9808  3.7601E+00     -0.0173  2.6553E-02
  121.2282    6.0000    4.9996    4.7372    4.4804    2.7551    3.5058    0.9810  3.7562E+00     -0.0173  2.6020E-02
  121.2332    6.0000    4.9996    4.7334    4.4843    2.7580    3.5054    0.9812  3.7522E+00     -0.0173  2.5494E-02
  121.2382    6.0000    4.9996    4.7295    4.4882    2.7609    3.5049    0.9814  3.7482E+00     -0.0173  2.4972E-02
  121.2432    6.0000    4.9996    4.7257    4.4922    2.7639    3.5044    0.9816  3.7441E+00     -0.0173  2.4457E-02
  121.2482    6.0000    4.9996    4.7217    4.4962    2.7669    3.5039    0.9818  3.7399E+00     -0.0173  2.3947E-02
  121.2532    6.0000    4.9996    4.7177    4.5002    2.7699    3.5034    0.9820  3.7357E+00     -0.0173  2.3443E-02
  121.2582    6.0000    4.9996    4.7136    4.5043    2.7729    3.5029    0.9822  3.7314E+00     -0.0173  2.2945E-02
  121.2632    6.0000    4.9996    4.7094    4.5084    2.7760    3.5024    0.9824  3.7270E+00     -0.0173  2.2453E-02
  121.2682    6.0000    4.9996    4.7051    4.5125    2.7790    3.5019    0.9826  3.7226E+00     -0.0173  2.1966E-02
  121.2732    6.0000    4.9996    4.7008    4.5166    2.7822    3.5014    0.9828  3.7180E+00     -0.0173  2.1486E-02
  121.2782    6.0000    4.9996    4.6964    4.5208    2.7853    3.5008    0.9830  3.7134E+00     -0.0173  2.1011E-02
  121.2832    6.0000    4.9996    4.6919    4.5250    2.7884    3.5003    0.9832  3.7088E+00     -0.0173  2.0542E-02
  121.2882    6.0000    4.9996    4.6874    4.5293    2.7916    3.4998    0.9834  3.7040E+00     -0.0173  2.0079E-02
  121.2932    6.0000    4.9996    4.6828    4.5336    2.7948    3.4992    0.9836  3.6991E+00     -0.0173  1.9622E-02
  121.2982    6.0000    4.9996    4.6780    4.5379    2.7981    3.4987    0.9838  3.6942E+00     -0.0173  1.9171E-02
  121.3032    6.0000    4.9996    4.6732    4.5422    2.8014    3.4982    0.9841  3.6892E+00     -0.0173  1.8726E-02
  121.3082    6.0000    4.9996    4.6683    4.5466    2.8047    3.4976    0.9843  3.6841E+00     -0.0173  1.8287E-02
  121.3132    6.0000    4.9996    4.6633    4.5511    2.8080    3.4970    0.9845  3.6788E+00     -0.0173  1.7853E-02
  121.3182    6.0000    4.9996    4.6583    4.5555    2.8113    3.4965    0.9847  3.6735E+00     -0.0173  1.7426E-02
  121.3232    6.0000    4.9996    4.6531    4.5600    2.8147    3.4959    0.9850  3.6681E+00     -0.0173  1.7005E-02
  121.3282    6.0000    4.9996    4.6478    4.5645    2.8181    3.4953    0.9852  3.6626E+00     -0.0173  1.6590E-02
  121.3332    6.0000    4.9996    4.6424    4.5691    2.8216    3.4948    0.9854  3.6570E+00     -0.0173  1.6181E-02
  121.3382    6.0000    4.9996    4.6369    4.5737    2.8251    3.4942    0.9857  3.6513E+00     -0.0173  1.5778E-02
  121.3432    6.0000    4.9996    4.6314    4.5784    2.8286    3.4936    0.9859  3.6455E+00     -0.0173  1.5381E-02
  121.3482    6.0000    4.9996    4.6241    4.5831    2.8322    3.4929    0.9861  3.6379E+00     -0.0173  1.4972E-02
  121.3532    6.0000    4.9996    4.6137    4.5878    2.8359    3.4923    0.9864  3.6273E+00     -0.0173  1.4536E-02
  121.3582    6.0000    4.9996    4.5984    4.5926    2.8398    3.4915    0.9866  3.6117E+00     -0.0173  1.4057E-02
  121.3632    6.0000    4.9996    4.5743    4.5974    2.8440    3.4906    0.9869  3.5874E+00     -0.0173  1.3499E-02
  121.3682    6.0000    4.9996    4.5327    4.6023    2.8488    3.4894    0.9871  3.5455E+00     -0.0173  1.2785E-02
  121.3708    6.0000    4.9996    4.4873    4.6048    2.8521    3.4884    0.9873  3.5001E+00     -0.0173  1.2200E-02
  121.3721    6.0000    4.9996    4.4425    4.6061    2.8546    3.4875    0.9873  3.4551E+00     -0.0173  1.1708E-02
  121.3729    6.0000    4.9996    4.3980    4.6069    2.8566    3.4867    0.9874  3.4107E+00     -0.0173  1.1264E-02
  121.3737    6.0000    4.9996    4.3541    4.6077    2.8586    3.4859    0.9874  3.3666E+00     -0.0173  1.0838E-02
  121.3745    6.0000    4.9996    4.3105    4.6085    2.8606    3.4851    0.9875  3.3231E+00     -0.0173  1.0430E-02
  121.3753    6.0000    4.9996    4.2674    4.6093    2.8627    3.4843    0.9875  3.2799E+00     -0.0173  1.0038E-02
  121.3761    6.0000    4.9996    4.2247    4.6100    2.8647    3.4834    0.9875  3.2372E+00     -0.0173  9.6614E-03
  121.3768    6.0000    4.9996    4.1825    4.6108    2.8667    3.4826    0.9876  3.1949E+00     -0.0173  9.3001E-03
  121.3776    6.0000    4.9996    4.1407    4.6115    2.8685    3.4819    0.9876  3.1382E+00     -0.0173  8.9835E-03
  121.3783    6.0000    4.9996    4.0993    4.6123    2.8703    3.4812    0.9877  3.0805E+00     -0.0173  8.6815E-03
  121.3791    6.0000    4.9996    4.0583    4.6130    2.8721    3.4804    0.9877  3.0237E+00     -0.0173  8.3898E-03
