 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
  121.3798    6.0000    4.9996    4.0177    4.6137    2.8739    3.4797    0.9877  2.9675E+00     -0.0173  8.1082E-03
  121.3805    6.0000    4.9996    3.9775    4.6144    2.8757    3.4790    0.9878  2.9122E+00     -0.0173  7.8362E-03
  121.3812    6.0000    4.9996    3.9377    4.6152    2.8775    3.4783    0.9878  2.8576E+00     -0.0173  7.5736E-03
  121.3819    6.0000    4.9996    3.8984    4.6159    2.8793    3.4776    0.9879  2.8038E+00     -0.0173  7.3200E-03
  121.3826    6.0000    4.9996    3.8594    4.6166    2.8811    3.4769    0.9879  2.7507E+00     -0.0173  7.0751E-03
  121.3833    6.0000    4.9996    3.8208    4.6172    2.8829    3.4761    0.9879  2.6983E+00     -0.0173  6.8387E-03
  121.3840    6.0000    4.9996    3.7826    4.6179    2.8846    3.4754    0.9880  2.6466E+00     -0.0173  6.6103E-03
  121.3847    6.0000    4.9996    3.7447    4.6186    2.8864    3.4747    0.9880  2.5957E+00     -0.0173  6.3897E-03
  121.3853    6.0000    4.9996    3.7073    4.6193    2.8881    3.4740    0.9880  2.5455E+00     -0.0173  6.1768E-03
  121.3860    6.0000    4.9996    3.6702    4.6199    2.8899    3.4733    0.9881  2.4959E+00     -0.0173  5.9711E-03
  121.3866    6.0000    4.9996    3.6335    4.6206    2.8916    3.4726    0.9881  2.4470E+00     -0.0173  5.7724E-03
  121.3873    6.0000    4.9996    3.5972    4.6212    2.8933    3.4719    0.9881  2.3988E+00     -0.0173  5.5805E-03
  121.3879    6.0000    4.9996    3.5612    4.6219    2.8951    3.4712    0.9882  2.3513E+00     -0.0173  5.3952E-03
  121.3885    6.0000    4.9996    3.5256    4.6225    2.8968    3.4705    0.9882  2.3045E+00     -0.0173  5.2162E-03
  121.3892    6.0000    4.9996    3.4903    4.6231    2.8985    3.4698    0.9882  2.2583E+00     -0.0173  5.0432E-03
  121.3898    6.0000    4.9996    3.4554    4.6237    2.9002    3.4691    0.9883  2.2127E+00     -0.0173  4.8762E-03
  121.3904    6.0000    4.9996    3.4209    4.6244    2.9019    3.4684    0.9883  2.1678E+00     -0.0173  4.7148E-03
  121.3910    6.0000    4.9996    3.3867    4.6250    2.9036    3.4677    0.9883  2.1235E+00     -0.0173  4.5589E-03
  121.3916    6.0000    4.9996    3.3528    4.6256    2.9053    3.4670    0.9884  2.0798E+00     -0.0173  4.4083E-03
  121.3921    6.0000    4.9996    3.3193    4.6262    2.9069    3.4663    0.9884  2.0368E+00     -0.0173  4.2628E-03
  121.3927    6.0000    4.9996    3.2861    4.6268    2.9086    3.4657    0.9884  1.9943E+00     -0.0173  4.1222E-03
  121.3933    6.0000    4.9996    3.2532    4.6273    2.9103    3.4650    0.9885  1.9525E+00     -0.0173  3.9863E-03
  121.3939    6.0000    4.9996    3.2207    4.6279    2.9119    3.4643    0.9885  1.9112E+00     -0.0173  3.8551E-03
  121.3944    6.0000    4.9996    3.1885    4.6285    2.9136    3.4636    0.9885  1.8706E+00     -0.0173  3.7282E-03
  121.3950    6.0000    4.9996    3.1566    4.6290    2.9152    3.4629    0.9885  1.8305E+00     -0.0173  3.6056E-03
  121.3955    6.0000    4.9996    3.1250    4.6296    2.9168    3.4622    0.9886  1.7910E+00     -0.0173  3.4870E-03
  121.3960    6.0000    4.9996    3.0938    4.6302    2.9185    3.4616    0.9886  1.7521E+00     -0.0173  3.3725E-03
  121.3966    6.0000    4.9996    3.0629    4.6307    2.9201    3.4609    0.9886  1.7137E+00     -0.0173  3.2617E-03
  121.3971    6.0000    4.9996    3.0322    4.6313    2.9217    3.4602    0.9887  1.6759E+00     -0.0173  3.1547E-03
  121.3976    6.0000    4.9996    3.0019    4.6318    2.9233    3.4596    0.9887  1.6387E+00     -0.0173  3.0512E-03
  121.3981    6.0000    4.9996    2.9719    4.6323    2.9249    3.4589    0.9887  1.6020E+00     -0.0173  2.9511E-03
  121.3987    6.0000    4.9996    2.9422    4.6328    2.9265    3.4582    0.9887  1.5658E+00     -0.0173  2.8543E-03
  121.3992    6.0000    4.9996    2.9127    4.6334    2.9281    3.4576    0.9888  1.5302E+00     -0.0173  2.7607E-03
  121.3997    6.0000    4.9996    2.8836    4.6339    2.9297    3.4569    0.9888  1.4951E+00     -0.0173  2.6702E-03
  121.4001    6.0000    4.9996    2.8548    4.6344    2.9313    3.4562    0.9888  1.4605E+00     -0.0173  2.5826E-03
  121.4006    6.0000    4.9996    2.8262    4.6349    2.9328    3.4556    0.9889  1.4265E+00     -0.0173  2.4979E-03
  121.4011    6.0000    4.9996    2.7980    4.6354    2.9344    3.4549    0.9889  1.3930E+00     -0.0173  2.4160E-03
  121.4016    6.0000    4.9996    2.7700    4.6359    2.9359    3.4543    0.9889  1.3599E+00     -0.0173  2.3367E-03
  121.4021    6.0000    4.9996    2.7423    4.6364    2.9375    3.4536    0.9889  1.3274E+00     -0.0173  2.2600E-03
  121.4025    6.0000    4.9996    2.7149    4.6369    2.9390    3.4530    0.9890  1.2954E+00     -0.0173  2.1858E-03
  121.4030    6.0000    4.9996    2.6877    4.6373    2.9405    3.4523    0.9890  1.2638E+00     -0.0173  2.1139E-03
  121.4034    6.0000    4.9996    2.6608    4.6378    2.9421    3.4517    0.9890  1.2328E+00     -0.0173  2.0444E-03
  121.4039    6.0000    4.9996    2.6342    4.6383    2.9436    3.4511    0.9890  1.2022E+00     -0.0173  1.9770E-03
  121.4043    6.0000    4.9996    2.6079    4.6388    2.9451    3.4504    0.9891  1.1721E+00     -0.0173  1.9118E-03
  121.4048    6.0000    4.9996    2.5818    4.6392    2.9466    3.4498    0.9891  1.1425E+00     -0.0173  1.8487E-03
  121.4052    6.0000    4.9996    2.5560    4.6397    2.9481    3.4491    0.9891  1.1134E+00     -0.0173  1.7875E-03
  121.4056    6.0000    4.9996    2.5304    4.6401    2.9496    3.4485    0.9891  1.0847E+00     -0.0173  1.7283E-03
  121.4061    6.0000    4.9996    2.5051    4.6406    2.9510    3.4479    0.9892  1.0565E+00     -0.0173  1.6709E-03
  121.4065    6.0000    4.9996    2.4801    4.6410    2.9525    3.4473    0.9892  1.0287E+00     -0.0173  1.6154E-03
  121.4069    6.0000    4.9996    2.4553    4.6414    2.9540    3.4466    0.9892  1.0014E+00     -0.0173  1.5615E-03
  121.4073    6.0000    4.9996    2.4307    4.6419    2.9554    3.4460    0.9892  9.7457E-01     -0.0173  1.5093E-03
  121.4077    6.0000    4.9996    2.4064    4.6423    2.9569    3.4454    0.9892  9.4815E-01     -0.0173  1.4587E-03
  121.4081    6.0000    4.9996    2.3824    4.6427    2.9583    3.4448    0.9893  9.2218E-01     -0.0173  1.4097E-03
  121.4085    6.0000    4.9996    2.3585    4.6432    2.9597    3.4442    0.9893  8.9664E-01     -0.0173  1.3621E-03
  121.4089    6.0000    4.9996    2.3349    4.6436    2.9612    3.4436    0.9893  8.7153E-01     -0.0173  1.3160E-03
  121.4093    6.0000    4.9996    2.3116    4.6440    2.9626    3.4430    0.9893  8.4685E-01     -0.0173  1.2713E-03
  121.4097    6.0000    4.9996    2.2885    4.6444    2.9640    3.4424    0.9894  8.2259E-01     -0.0173  1.2279E-03
  121.4101    6.0000    4.9996    2.2656    4.6448    2.9654    3.4418    0.9894  7.9876E-01     -0.0173  1.1858E-03
  121.4105    6.0000    4.9996    2.2429    4.6452    2.9668    3.4412    0.9894  7.7534E-01     -0.0173  1.1449E-03
  121.4108    6.0000    4.9996    2.2205    4.6456    2.9681    3.4406    0.9894  7.5234E-01     -0.0173  1.1053E-03
  121.4112    6.0000    4.9996    2.1983    4.6460    2.9695    3.4400    0.9894  7.2975E-01     -0.0173  1.0668E-03
  121.4116    6.0000    4.9996    2.1763    4.6464    2.9709    3.4394    0.9895  7.0756E-01     -0.0173  1.0294E-03
  121.4119    6.0000    4.9996    2.1546    4.6467    2.9722    3.4388    0.9895  6.8578E-01     -0.0173  9.9316E-04
  121.4123    6.0000    4.9996    2.1330    4.6471    2.9736    3.4383    0.9895  6.6439E-01     -0.0173  9.5793E-04
  121.4126    6.0000    4.9996    2.1117    4.6475    2.9749    3.4377    0.9895  6.4341E-01     -0.0173  9.2372E-04
  121.4130    6.0000    4.9996    2.0906    4.6479    2.9762    3.4371    0.9895  6.2281E-01     -0.0173  8.9047E-04
  121.4133    6.0000    4.9996    2.0697    4.6482    2.9775    3.4366    0.9896  6.0261E-01     -0.0173  8.5817E-04
  121.4137    6.0000    4.9996    2.0490    4.6486    2.9788    3.4360    0.9896  5.8280E-01     -0.0173  8.2678E-04
  121.4140    6.0000    4.9996    2.0285    4.6490    2.9801    3.4354    0.9896  5.6336E-01     -0.0173  7.9627E-04
  121.4144    6.0000    4.9996    2.0082    4.6493    2.9814    3.4349    0.9896  5.4431E-01     -0.0173  7.6660E-04
  121.4147    6.0000    4.9996    1.9881    4.6497    2.9833    3.4340    0.9896  5.2564E-01     -0.0173  7.3558E-04
  121.4150    6.0000    4.9996    1.9682    4.6500    2.9864    3.4326    0.9897  5.0734E-01     -0.0173  7.0166E-04
  121.4153    6.0000    4.9996    1.9485    4.6504    2.9895    3.4311    0.9897  4.8942E-01     -0.0173  6.6916E-04
  121.4157    6.0000    4.9996    1.9291    4.6507    2.9924    3.4297    0.9897  4.7186E-01     -0.0173  6.3802E-04
  121.4160    6.0000    4.9996    1.9098    4.6510    2.9953    3.4284    0.9897  4.5467E-01     -0.0173  6.0816E-04
  121.4163    6.0000    4.9996    1.8907    4.6514    2.9982    3.4270    0.9897  4.3785E-01     -0.0173  5.7952E-04
  121.4166    6.0000    4.9996    1.8718    4.6517    3.0010    3.4257    0.9897  4.2139E-01     -0.0173  5.5204E-04
  121.4169    6.0000    4.9996    1.8530    4.6520    3.0037    3.4244    0.9898  4.0528E-01     -0.0173  5.2566E-04
  121.4172    6.0000    4.9996    1.8345    4.6524    3.0064    3.4232    0.9898  3.8953E-01     -0.0173  5.0033E-04
  121.4175    6.0000    4.9996    1.8162    4.6527    3.0090    3.4219    0.9898  3.7413E-01     -0.0173  4.7600E-04
  121.4178    6.0000    4.9996    1.7980    4.6530    3.0116    3.4207    0.9898  3.5909E-01     -0.0173  4.5262E-04
  121.4181    6.0000    4.9996    1.7800    4.6533    3.0130    3.4201    0.9898  3.4439E-01     -0.0173  4.3233E-04
  121.4184    6.0000    4.9996    1.7622    4.6536    3.0141    3.4196    0.9898  3.3004E-01     -0.0173  4.1307E-04
  121.4187    6.0000    4.9996    1.7446    4.6539    3.0152    3.4191    0.9899  3.1604E-01     -0.0173  3.9436E-04
  121.4190    6.0000    4.9996    1.7272    4.6542    3.0163    3.4187    0.9899  3.0237E-01     -0.0173  3.7617E-04
  121.4192    6.0000    4.9996    1.7099    4.6545    3.0173    3.4183    0.9899  2.8904E-01     -0.0173  3.5849E-04
  121.4195    6.0000    4.9996    1.6928    4.6548    3.0183    3.4178    0.9899  2.7605E-01     -0.0173  3.4130E-04
  121.4198    6.0000    4.9996    1.6759    4.6551    3.0193    3.4174    0.9899  2.6339E-01     -0.0173  3.2460E-04
  121.4201    6.0000    4.9996    1.6591    4.6554    3.0202    3.4170    0.9899  2.5107E-01     -0.0173  3.0835E-04
  121.4203    6.0000    4.9996    1.6425    4.6557    3.0211    3.4167    0.9900  2.3907E-01     -0.0173  2.9255E-04
  121.4206    6.0000    4.9996    1.6261    4.6560    3.0219    3.4163    0.9900  2.2740E-01     -0.0173  2.7719E-04
  121.4209    6.0000    4.9996    1.6098    4.6563    3.0228    3.4160    0.9900  2.1606E-01     -0.0173  2.6226E-04
  121.4211    6.0000    4.9996    1.5937    4.6566    3.0235    3.4156    0.9900  2.0504E-01     -0.0173  2.4775E-04
  121.4214    6.0000    4.9996    1.5778    4.6569    3.0243    3.4153    0.9900  1.9434E-01     -0.0173  2.3364E-04
  121.4216    6.0000    4.9996    1.5620    4.6571    3.0250    3.4151    0.9900  1.8395E-01     -0.0173  2.1994E-04
  121.4219    6.0000    4.9996    1.5464    4.6574    3.0256    3.4148    0.9900  1.7389E-01     -0.0173  2.0663E-04
  121.4221    6.0000    4.9996    1.5309    4.6577    3.0263    3.4146    0.9901  1.6413E-01     -0.0173  1.9371E-04
  121.4224    6.0000    4.9996    1.5156    4.6579    3.0269    3.4143    0.9901  1.5469E-01     -0.0173  1.8117E-04
  121.4226    6.0000    4.9996    1.5005    4.6582    3.0274    3.4141    0.9901  1.4556E-01     -0.0173  1.6902E-04
  121.4229    6.0000    4.9996    1.4855    4.6585    3.0279    3.4139    0.9901  1.3673E-01     -0.0173  1.5724E-04
  121.4231    6.0000    4.9996    1.4706    4.6587    3.0284    3.4138    0.9901  1.2821E-01     -0.0173  1.4585E-04
  121.4234    6.0000    4.9996    1.4559    4.6590    3.0288    3.4136    0.9901  1.2000E-01     -0.0173  1.3484E-04
  121.4236    6.0000    4.9996    1.4413    4.6592    3.0291    3.4135    0.9901  1.1208E-01     -0.0173  1.2420E-04
  121.4238    6.0000    4.9996    1.4269    4.6595    3.0294    3.4134    0.9902  1.0446E-01     -0.0173  1.1396E-04
  121.4241    6.0000    4.9996    1.4127    4.6597    3.0297    3.4133    0.9902  9.7136E-02     -0.0173  1.0410E-04
  121.4243    6.0000    4.9996    1.3985    4.6600    3.0299    3.4133    0.9902  9.0106E-02     -0.0173  9.4641E-05
  121.4245    6.0000    4.9996    1.3845    4.6602    3.0301    3.4133    0.9902  8.3367E-02     -0.0173  8.5583E-05
  121.4247    6.0000    4.9996    1.3707    4.6605    3.0302    3.4133    0.9902  7.6916E-02     -0.0173  7.6934E-05
  121.4249    6.0000    4.9996    1.3570    4.6607    3.0303    3.4133    0.9902  7.0752E-02     -0.0173  6.8704E-05
  121.4252    6.0000    4.9996    1.3434    4.6609    3.0302    3.4134    0.9902  6.4871E-02     -0.0173  6.0904E-05
  121.4254    6.0000    4.9996    1.3300    4.6612    3.0302    3.4135    0.9903  5.9271E-02     -0.0173  5.3542E-05
  121.4256    6.0000    4.9996    1.3167    4.6614    3.0300    3.4136    0.9903  5.3949E-02     -0.0173  4.6633E-05
  121.4258    6.0000    4.9996    1.3035    4.6616    3.0298    3.4138    0.9903  4.8902E-02     -0.0173  4.0185E-05
  121.4260    6.0000    4.9996    1.2905    4.6619    3.0295    3.4140    0.9903  4.4127E-02     -0.0173  3.4212E-05
  121.4262    6.0000    4.9996    1.2776    4.6621    3.0292    3.4142    0.9903  3.9622E-02     -0.0173  2.8725E-05
  121.4264    6.0000    4.9996    1.2648    4.6623    3.0287    3.4145    0.9903  3.5383E-02     -0.0173  2.3733E-05
  121.4266    6.0000    4.9996    1.2522    4.6625    3.0281    3.4148    0.9903  3.1406E-02     -0.0173  1.9244E-05
  121.4268    6.0000    4.9996    1.2396    4.6628    3.0275    3.4152    0.9903  2.7689E-02     -0.0173  1.5264E-05
  121.4270    6.0000    4.9996    1.2272    4.6630    3.0267    3.4157    0.9903  2.4226E-02     -0.0173  1.1793E-05
  121.4272    6.0000    4.9996    1.2150    4.6632    3.0258    3.4162    0.9904  2.1016E-02     -0.0173  8.8274E-06
  121.4274    6.0000    4.9996    1.2028    4.6634    3.0247    3.4167    0.9904  1.8052E-02     -0.0173  6.3569E-06
  121.4276    6.0000    4.9996    1.1908    4.6636    3.0235    3.4174    0.9904  1.5332E-02     -0.0173  4.3622E-06
  121.4278    6.0000    4.9996    1.1789    4.6638    3.0221    3.4182    0.9904  1.2850E-02     -0.0173  2.8149E-06
  121.4280    6.0000    4.9996    1.1671    4.6640    3.0205    3.4190    0.9904  1.0602E-02     -0.0173  1.6754E-06
  121.4282    6.0000    4.9996    1.1554    4.6642    3.0186    3.4200    0.9904  8.5828E-03     -0.0173  8.9267E-07
  121.4284    6.0000    4.9996    1.1439    4.6644    3.0165    3.4211    0.9904  6.7871E-03     -0.0173  4.0503E-07
  121.4285    6.0000    4.9996    1.1324    4.6646    3.0139    3.4225    0.9904  5.2101E-03     -0.0173  1.4215E-07
  121.4287    6.0000    4.9996    1.1211    4.6647    3.0108    3.4240    0.9904  3.8470E-03     -0.0173  3.0338E-08
  121.4289    6.0000    4.9996    1.1099    4.6649    3.0071    3.4260    0.9905  2.6939E-03     -0.0173  6.7477E-10
  121.4291    6.0000    4.9996    1.0988    4.6651    3.0025    3.4283    0.9905  1.7479E-03     -0.0173  2.0345E-14
  121.4293    6.0000    4.9996    1.0878    4.6652    2.9965    3.4313    0.9905  1.0082E-03     -0.0173  2.7727E-14
  121.4294    6.0000    4.9996    1.0769    4.6653    2.9885    3.4353    0.9905  4.7631E-04     -0.0173  4.0404E-14
  121.4296    6.0000    4.9996    1.0662    4.6653    2.9772    3.4410    0.9905  1.5211E-04     -0.0173  6.4338E-14
  121.4298    6.0000    4.9996    1.0555    4.6652    2.9599    3.4496    0.9905  1.7988E-05     -0.0173  1.1109E-13
  121.4299    6.0000    4.9996    1.0449    4.6649    2.9305    3.4642    0.9905  6.6121E-09     -0.0173  1.7997E-13
  121.4301    6.0000    4.9996    1.0345    4.6639    2.8731    3.4927    0.9905  1.0000E-10     -0.0173  2.8686E-13
  121.4303    6.0000    4.9996    1.0241    4.6610    2.7378    3.5596    0.9905  1.0000E-10     -0.0173  6.7802E-13
  121.4304    6.0000    4.9996    1.0139    4.6503    2.3244    3.7637    0.9905  1.0000E-10     -0.0173  5.9412E-12
  121.4354    6.0000    4.9996    1.0046    4.5919    0.8455    4.4885    0.9908  1.0000E-10     -0.0173  4.7342E-09
  121.4376    6.0000    4.9996    1.0030    4.5548    0.3292    4.7374    0.9910  1.0000E-10     -0.0173  2.2835E-08
  121.4394    6.0000    4.9996    1.0017    4.5059   -0.1288    4.9542    0.9911  1.0000E-10     -0.0173  5.2882E-08
  121.4412    6.0000    4.9996    1.0007    4.4431   -0.5215    5.1348    0.9912  1.0000E-10     -0.0173  8.6455E-08
  121.4431    6.0000    4.9996    0.9999    4.3651   -0.8447    5.2769    0.9913  1.0000E-10     -0.0173  1.1922E-07
  121.4450    6.0000    4.9996    0.9992    4.2729   -1.1004    5.3817    0.9914  1.0000E-10     -0.0173  1.4765E-07
  121.4469    6.0000    4.9996    0.9987    4.1780   -1.2829    5.4492    0.9915  1.0000E-10     -0.0173  1.6858E-07
  121.4493    6.0000    4.9996    0.9983    4.0576   -1.4464    5.5009    0.9917  1.0000E-10     -0.0173  2.2019E-07
  121.4521    6.0000    4.9996    0.9980    3.9311   -1.5689    5.5305    0.9919  1.0000E-10     -0.0173  3.3113E-07
  121.4552    6.0000    4.9996    0.9977    3.8013   -1.6622    5.5447    0.9921  1.0000E-10     -0.0173  4.4585E-07
  121.4585    6.0000    4.9996    0.9976    3.6664   -1.7362    5.5480    0.9923  1.0000E-10     -0.0173  5.6238E-07
  121.4622    6.0000    4.9996    0.9974    3.5227   -1.7978    5.5428    0.9925  1.0000E-10     -0.0173  6.8249E-07
  121.4663    6.0000    4.9996    0.9974    3.3649   -1.8511    5.5300    0.9928  1.0000E-10     -0.0173  8.1028E-07
  121.4713    6.0000    4.9996    0.9973    3.1656   -1.9036    5.5065    0.9931  1.0000E-10     -0.0173  9.6767E-07
  121.4762    6.0000    4.9996    0.9973    2.9592   -1.9459    5.4760    0.9934  1.0000E-10     -0.0173  1.1299E-06
  121.4813    6.0000    4.9996    0.9973    2.7448   -1.9809    5.4399    0.9938  1.0000E-10     -0.0173  1.3031E-06
  121.4863    6.0000    4.9996    0.9973    2.5257   -2.0098    5.3996    0.9941  1.0000E-10     -0.0173  1.4925E-06
  121.4913    6.0000    4.9996    0.9973    2.3091   -2.0334    5.3572    0.9944  1.0000E-10     -0.0173  1.7047E-06
  121.4963    6.0000    4.9996    0.9973    2.1048   -2.0522    5.3156    0.9948  1.0000E-10     -0.0173  1.9478E-06
  121.5013    6.0000    4.9996    0.9973    1.9243   -2.0667    5.2777    0.9951  1.0000E-10     -0.0173  2.2338E-06
  121.5063    6.0000    4.9996    0.9973    1.7771   -2.0772    5.2462    0.9955  1.0000E-10     -0.0173  2.5817E-06
  121.5113    6.0000    4.9996    0.9973    1.6693   -2.0844    5.2228    0.9959  1.0000E-10     -0.0173  3.0229E-06
  121.5163    6.0000    4.9996    0.9973    1.6011   -2.0888    5.2079    0.9962  1.0000E-10     -0.0173  3.6135E-06
  121.5213    6.0000    4.9996    0.9973    1.5668   -2.0910    5.2005    0.9966  1.0000E-10     -0.0173  4.4636E-06
  121.5263    6.0000    4.9996    0.9973    1.5561   -2.0919    5.1983    0.9970  1.0000E-10     -0.0173  5.8226E-06
  121.5296   11.0000    0.9973    0.9973    1.5555   -2.0921    5.1982    0.9973  1.0000E-10    121.5296  7.2975E-06
  121.6296   11.0000    0.9973    0.9973    1.2003   -2.0921    5.1094    0.9973  1.0000E-10    121.5296  7.2975E-06
  122.6296   11.0000    0.9973    0.9973    0.2820   -2.0921    4.8798    0.9973  1.0000E-10    121.5296  7.2975E-06
  132.6296   11.0000    0.9973    0.9973   -0.8626   -2.0921    4.5937    0.9973  1.0000E-10    121.5296  7.2975E-06
  232.6296   11.0000    0.9973    0.9973   -2.0389   -2.0921    4.2996    0.9973  1.0000E-10    121.5296  7.2975E-06
  732.6296   11.0000    0.9973    0.9973   -2.9122   -2.0921    4.0813    0.9973  1.0000E-10    121.5296  7.2975E-06
 1232.6295   11.0000    0.9973    0.9973   -3.2186   -2.0921    4.0047    0.9973  1.0000E-10    121.5296  7.2975E-06
 1732.6295   11.0000    0.9973    0.9973   -3.4090   -2.0921    3.9571    0.9973  1.0000E-10    121.5296  7.2975E-06
 2232.6296   11.0000    0.9973    0.9973   -3.5475   -2.0921    3.9225    0.9973  1.0000E-10    121.5296  7.2975E-06
 2732.6296   11.0000    0.9973    0.9973   -3.6564   -2.0921    3.8952    0.9973  1.0000E-10    121.5296  7.2975E-06
 3232.6296   11.0000    0.9973    0.9973   -3.7462   -2.0921    3.8728    0.9973  1.0000E-10    121.5296  7.2975E-06
 3732.6296   11.0000    0.9973    0.9973   -3.8226   -2.0921    3.8537    0.9973  1.0000E-10    121.5296  7.2975E-06
 4232.6294   11.0000    0.9973    0.9973   -3.8890   -2.0921    3.8371    0.9973  1.0000E-10    121.5296  7.2975E-06
 4732.6294   11.0000    0.9973    0.9973   -3.9478   -2.0921    3.8224    0.9973  1.0000E-10    121.5296  7.2975E-06
 5232.6294   11.0000    0.9973    0.9973   -4.0006   -2.0921    3.8092    0.9973  1.0000E-10    121.5296  7.2975E-06
 5732.6294   11.0000    0.9973    0.9973   -4.0484   -2.0921    3.7972    0.9973  1.0000E-10    121.5296  7.2975E-06
 6232.6294   11.0000    0.9973    0.9973   -4.0922   -2.0921    3.7863    0.9973  1.0000E-10    121.5296  7.2975E-06
 6732.6294   11.0000    0.9973    0.9973   -4.1325   -2.0921    3.7762    0.9973  1.0000E-10    121.5296  7.2975E-06
 7232.6294   11.0000    0.9973    0.9973   -4.1698   -2.0921    3.7669    0.9973  1.0000E-10    121.5296  7.2975E-06
 7732.6294   11.0000    0.9973    0.9973   -4.2046   -2.0921    3.7582    0.9973  1.0000E-10    121.5296  7.2975E-06
 8232.6299   11.0000    0.9973    0.9973   -4.2372   -2.0921    3.7500    0.9973  1.0000E-10    121.5296  7.2975E-06
 8732.6299   11.0000    0.9973    0.9973   -4.2679   -2.0921    3.7423    0.9973  1.0000E-10    121.5296  7.2975E-06
 9232.6299   11.0000    0.9973    0.9973   -4.3251   -2.0921    3.7281    0.9973  1.0000E-10    121.5296  7.2975E-06
 9732.6299   11.0000    0.9973    0.9973   -4.4754   -2.0921    3.6905    0.9973  1.0000E-10    121.5296  7.2975E-06
10232.6299   11.0000    0.9973    0.9973   -4.6181   -2.0921    3.6548    0.9973  1.0000E-10    121.5296  7.2975E-06
10732.6299   11.0000    0.9973    0.9973   -4.7540   -2.0921    3.6208    0.9973  1.0000E-10    121.5296  7.2975E-06
11232.6299   11.0000    0.9973    0.9973   -4.8835   -2.0921    3.5884    0.9973  1.0000E-10    121.5296  7.2975E-06
11732.6299   11.0000    0.9973    0.9973   -5.0074   -2.0921    3.5575    0.9973  1.0000E-10    121.5296  7.2975E-06
12000.0000   11.0000    0.9973    0.9973   -5.0715   -2.0921    3.5414    0.9973  1.0000E-10    121.5296  7.2975E-06
   -1.0000   11.0000    0.9973    0.9973   -5.0715   -2.0921    3.5414    0.9973  1.0000E-10    121.5296  7.2975E-06
